1427010739 46 0 0
1427012186 51 0 0
1427012198 96 0 0
1427012206 100 0 0
1427020978 292 0 0
1427020990 293 0 0
1427026053 294 0 0
1427027143 295 0 0
1427027151 298 0 0
1427027182 321 0 0
1427030573 337 0 0
1427033314 427 0 0
1427033325 429 0 0
1427033344 447 0 0
1427033464 471 0 0
1427035308 473 0 0
1427035316 555 0 0
1427036897 605 0 0
1427036907 607 0 0
1428919091 611 0 0
1428919108 613 0 0
1429968316 613 2 0
1430031949 613 9 0
1430032129 615 9 0
1430032150 616 9 0
1430032221 616 9 0
1430126363 617 9 0
1430126377 618 9 0
1430126759 618 9 1
1430316826 618 9 1
1430316845 619 9 1
1432139684 619 16 1
1432140018 619 21 1
1434479454 640 21 1
1434479528 647 21 1
1434623005 783 21 1
1434624077 822 21 1
1434624433 825 21 1
1434624442 825 21 1
1434624467 840 21 1
1434624560 843 21 1
1434624705 848 21 1
1434624725 849 21 1
1434624764 851 21 1
1434625630 866 21 1
1434625652 867 21 1
1434625666 868 21 1
1434625898 869 21 1
1434626308 879 33 1
1434632942 879 33 1
1434634060 881 33 1
1434634771 881 33 1
1434634957 1092 33 1
1434635767 1094 33 1
1436435364 1094 36 1
1436438848 1094 36 1
1437040556 1115 36 1
1439101344 1122 36 1
1439122469 1124 36 1
1439125455 1124 36 1
1439193902 1130 36 1
1439368917 1135 36 1
1440049540 1135 36 1
1442734110 1135 54 1
1442734898 1135 54 1
1442736044 1135 71 1
1442736177 1135 71 1
1443710223 1150 71 1
1443710270 1175 71 1
1443711119 1179 71 1
1443713722 1181 71 1
1443713770 1184 71 1
1444018697 1185 71 1
1444018710 1215 71 1
1444018772 1215 71 1
1444018848 1215 71 1
